chunk_id,text,document_name,page_number,total_pages
Chapter 2.pdf_p25_c0,2.9.3 Rapid-Prototyping Model • Rapid prototype – Working model that is functionally equivalent to a subset of the product. – For example • May show data capture and report printing but have no file updating or database connectivity or error handling,Chapter 2.pdf,25,45
Chapter 2.pdf_p27_c0,Rapid-Prototyping Model (contd) • First step in life-cycle – Build a rapid prototype – Allow client to interact with rapid prototype • Specification document is drawn up once the client is satisfied that the prototype represents what they want • Assurance that the product meets the clients needs,Chapter 2.pdf,27,45
Chapter 2.pdf_p28_c0,"Rapid-Prototyping Model (contd) • Advantages – Essentially a linear process since the feedback loops, although present, are unlikely to be needed • Specification document is compiled using the rapid prototype • Validation by client means specification document should be correct • Design team gains insight from rapid prototype – Worst case scenario – How not to do it",Chapter 2.pdf,28,45
Chapter 2.pdf_p29_c0,"Rapid-Prototyping Model (contd) • Implementation phase is next – Design of prototype usually means less need for repair during this phase • Client accepts product and it is installed • Postdelivery maintenance – Life-cycle is reentered at the requirements, analysis, design or implementation phase depending on the type of maintenance required",Chapter 2.pdf,29,45
Chapter 2.pdf_p30_c0,"2.9.4 Open-Source Life-Cycle Model • Two informal phases • First, one individual builds an initial version – Made available via the Internet • Then, if there is sufficient interest in the project – The initial version is widely downloaded – Users become co-developers – The product is extended • Key point: Individuals generally work voluntarily on an open-source project in their spare time",Chapter 2.pdf,30,45
Chapter 2.pdf_p31_c0,The Activities of the Second Informal Phase • Reporting and correcting defects – Corrective maintenance • Adding additional functionality – Perfective maintenance • Porting the program to a new environment – Adaptive maintenance • The second informal phase consists solely of postdelivery maintenance – The word “co-developers” on the previous slide should rather be “co-maintainers”,Chapter 2.pdf,31,45
Chapter 2.pdf_p32_c0,Open-Source Life-Cycle Model (contd) • Postdelivery maintenance life-cycle model Figure 2.11,Chapter 2.pdf,32,45
Chapter 2.pdf_p33_c0,"Open-Source Life-Cycle Model (contd) • Closed-source software is maintained and tested by employees – Users can submit failure reports but never fault reports (the source code is not available) • Open-source software is generally maintained by unpaid volunteers – Users are strongly encouraged to submit defect reports, both failure reports and fault reports",Chapter 2.pdf,33,45
Chapter 2.pdf_p34_c0,2.9.5 Agile Processes • Extreme programming – Based on the iterative-and-incremental model • First step – Development team determines features wanted by client – For each feature client is informed of the length of time required and the cost – Corresponds to requirements and analysis workflows of iterative-and-incremental model,Chapter 2.pdf,34,45
Chapter 2.pdf_p35_c0,Agile Processes (contd) • Client performs cost-benefit analysis – Based on time and cost estimates of development team and estimated benefits to the company • Selects which features he wants included • Product is broken down into tasks • Test cases are drawn up for tasks (test- driven development),Chapter 2.pdf,35,45
Chapter 2.pdf_p36_c0,"Agile Processes (contd) • Programmers work in pairs on a single computer • Alternate coding every 15-20 minutes • When not typing, the programmer checks the code of his partner • Task is then integrated into the product build • Tasks are implemented in parallel by a number of team pairs • Integration is continuous • Team members change partners every day",Chapter 2.pdf,36,45
Chapter 2.pdf_p37_c0,"Unusual Features of XP • The computers are put in the center of a large room lined with cubicles • A client representative is always present • Software professionals cannot work overtime for 2 successive weeks • No specialization – All team members work on requirements, analysis, design and implementation • Design is modified while the product is being built",Chapter 2.pdf,37,45
Chapter 2.pdf_p38_c0,Agile Processes (contd) • Common feature is a daily meeting – Compulsory for all team members – Members must stand • To ensure the meeting lasts no more than 15 minutes – Each member must answer • What have I done since yesterday’s meeting? • What am I working on today? • What problems are preventing me from achieving this? • What have we forgotten? • What did I learn that I would like to,Chapter 2.pdf,38,45
Chapter 2.pdf_p38_c1,• What have we forgotten? • What did I learn that I would like to share with the team?,Chapter 2.pdf,38,45
Chapter 2.pdf_p39_c0,"Agile Processes (contd) • The aim of a stand-up meeting is – To raise problems – Not solve them • Solutions are found at follow-up meetings, preferably held directly after the stand-up meeting",Chapter 2.pdf,39,45
Chapter 2.pdf_p40_c0,"Agile Processes (contd) • In conclusion – Agile processes appear to be a useful approach to building small-scale software products when the client’s requirements are vague – Also, some of the proven features of agile processes can be effectively utilized within the context of other life-cycle models",Chapter 2.pdf,40,45
Chapter 2.pdf_p41_c0,2.9.6 Synchronize-and- Stabilize Model • Microsoft’s life-cycle model • Requirements analysis — interview potential customers • Draw up specifications • Divide project into 3 or 4 builds • Each build is carried out by small teams working in parallel,Chapter 2.pdf,41,45
Chapter 2.pdf_p42_c0,Synchronize-and Stabilize Model • At the end of the day — synchronize (test and debug) • At the end of the build — stabilize (freeze the build) • Components always work together – Get early insights into the operation of the product,Chapter 2.pdf,42,45
Chapter 2.pdf_p43_c0,2.9.7 Spiral Model • Simplified form – Waterfall model plus risk analysis preceding each phase Figure 2.12,Chapter 2.pdf,43,45
Chapter 2.pdf_p44_c0,"Spiral Model • Key point – If all risks cannot be mitigated, the project is immediately terminated",Chapter 2.pdf,44,45
Chapter 2.pdf_p45_c0,Full Spiral Model • Precede each phase by – Alternatives – Risk analysis • Follow each phase by – Evaluation – Planning of the next phase,Chapter 2.pdf,45,45
Chapter 6.pdf_p1_c0,"Object-Oriented and Classical Software Engineering Eighth Edition, WCB/McGraw-Hill, 2011",Chapter 6.pdf,1,18
Chapter 6.pdf_p3_c0,Testing • Testing is continuous – it is not sufficient to test the product of the workflow only at the end of the workflow • There are two basic types of testing – Execution-based testing • Testing through test cases – Non-execution-based testing • Testing software without running test cases,Chapter 6.pdf,3,18
Chapter 6.pdf_p4_c0,Testing (contd) • “V & V” – Verification • Determine if the workflow was completed correctly • Takes place at the end of each workflow – Validation • Determine if the product as a whole satisfies its requirements • Takes place just before the product is delivered to the client,Chapter 6.pdf,4,18
Chapter 6.pdf_p5_c0,"6.1.1 Software Quality Assurance • The members of the SQA group must ensure that the developers are doing high- quality work – At the end of each workflow – When the product is complete • In addition, quality assurance must be applied to – The process itself • Example: Standards to which the software must conform",Chapter 6.pdf,5,18
Chapter 6.pdf_p6_c0,6.1.2 Managerial Independence • There must be managerial independence between – The development group – The SQA group • Each group must fall under their own manager • Neither manager should be able to overrule the other,Chapter 6.pdf,6,18
Chapter 6.pdf_p7_c0,"Managerial Independence (contd) • More senior manager must decide whether to – Deliver the product on time but with faults, or – Test further and deliver the product late • The decision must take into account the interests of the client and the development organization • The additional cost of having a SQA is relatively small compared to the resulting benefit – higher quality software",Chapter 6.pdf,7,18
Chapter 6.pdf_p8_c0,6.2 Non-Execution-Based Testing • Testing software without running test cases • Examples – Reviewing software • Walkthroughs • Inspections – Analyzing software mathematically • Underlying principle – We should not review our own work – “blind spots”,Chapter 6.pdf,8,18
Chapter 6.pdf_p9_c0,6.2.1 Walkthroughs • A walkthrough team consists of from four to six members • It includes at least one representatives from – The team responsible for the current workflow – The team responsible for the next workflow – A client representative – The SQA group (should chair the walkthrough) • The walkthrough is preceded by preparation – Each reviewer should draw up two lists • Items not understood • Items that reviewer believes are incorrect,Chapter 6.pdf,9,18
Chapter 6.pdf_p10_c0,"6.2.2 Managing Walkthroughs • The walkthrough team is chaired by the SQA representative because the SQA has the most to lose if the walkthrough is performed poorly and faults slip through • Person leading walkthrough guides other members through the document to uncover faults • In a walkthrough we detect faults, not correct them – A correction produced by a committee is likely to be of low quality – The cost of a committee correction",Chapter 6.pdf,10,18
Chapter 6.pdf_p10_c1,"committee is likely to be of low quality – The cost of a committee correction is too high – Not all items flagged are actually incorrect – A walkthrough should not last longer than 2 hours, there is no time to correct faults as well",Chapter 6.pdf,10,18
Chapter 6.pdf_p11_c0,Managing Walkthroughs (contd) • A walkthrough can be participant-driven or document-driven • Participant-driven – Participants present their lists of unclear items and items they think are incorrect – Representative of team must respond to each query • Clarifying what is unclear to the reviewer • Either agreeing that there is a fault or explaining why the reviewer is mistaken,Chapter 6.pdf,11,18
Chapter 6.pdf_p12_c0,"Managing Walkthroughs (contd) • Document-driven – A person responsible for the document walks the reviewers through the document – Reviewers interrupt with their prepared comments or comments triggered by the presentation • Document-driven is – More thorough – Leads to the detection of more faults, since the majority is found spontaneously by the presenter - Verbalization leads to fault finding",Chapter 6.pdf,12,18
Chapter 6.pdf_p13_c0,6.2.3 Inspections • An inspection has five formal steps – Overview • Overview of document is given by individuals responsible for document – Preparation • Participants try to understand document in detail – Inspection • One participant walks through the document with the inspection team (All branches must be followed) and the fault finding commences (faults are not corrected) • Moderator produce a report – Rework • Faults and problems noted in the written report,Chapter 6.pdf,13,18
Chapter 6.pdf_p13_c1,Moderator produce a report – Rework • Faults and problems noted in the written report are resolved – Follow-up • Moderator ensures that every issue raised has been resolved,Chapter 6.pdf,13,18
Chapter 6.pdf_p14_c0,Statistics on Inspections • Warning • Fault statistics should never be used for performance appraisal – “Killing the goose that lays the golden eggs”,Chapter 6.pdf,14,18
Chapter 6.pdf_p15_c0,"6.2.4 Comparison of Inspections and Walkthroughs • Walkthrough – Two-step process • Preparation • Analysis • Inspection – Five-step, formal process • Overview • Preparation • Inspection • Rework • Follow-up • Inspection takes much longer than a walkthrough",Chapter 6.pdf,15,18
Chapter 6.pdf_p16_c0,"6.3 Execution-Based Testing • Organizations spend up to 50% of their software budget on testing – But delivered software is frequently unreliable • Dijkstra – “Program testing can be a very effective way to show the presence of bugs, but it is hopelessly inadequate for showing their absence”",Chapter 6.pdf,16,18
Chapter 6.pdf_p17_c0,• The following sections are not for test and exam purposes but must be read: – Section 6.5 – Section 6.6,Chapter 6.pdf,17,18
Chapter 6.pdf_p18_c0,6.7 When Testing Stops • Only when the product has been irrevocably discarded,Chapter 6.pdf,18,18
Chapter 9.pdf_p1_c0,"Object-Oriented and Classical Software Engineering Eighth Edition, WCB/McGraw-Hill, 2011",Chapter 9.pdf,1,19
Chapter 9.pdf_p2_c0,CHAPTER 9 PLANNING AND ESTIMATING,Chapter 9.pdf,2,19
Chapter 9.pdf_p3_c0,"9.1 Planning and the Software Process • Planning is a continuous process • The entire project cannot be planned at the start of the process because not enough information is available to plan the entire process • In some situations, developers are required to produce duration and cost estimates before the specifications are drawn up",Chapter 9.pdf,3,19
Chapter 9.pdf_p4_c0,Planning and the Software Process (contd) • The accuracy of estimation increases as the process proceeds Figure 9.1,Chapter 9.pdf,4,19
Chapter 9.pdf_p5_c0,"Planning and the Software Process (contd) • Example – Cost estimate of $1 million during the requirements workflow • Likely actual cost is in the range ($0.25M, $4M) – Cost estimate of $1 million at the end of the requirements workflow • Likely actual cost is in the range ($0.5M, $2M) – Cost estimate of $1 million at the end of the analysis workflow (earliest appropriate time) • Likely actual cost is in the range",Chapter 9.pdf,5,19
Chapter 9.pdf_p5_c1,"of the analysis workflow (earliest appropriate time) • Likely actual cost is in the range ($0.67M, $1.5M)",Chapter 9.pdf,5,19
Chapter 9.pdf_p6_c0,Planning and the Software Process (contd) • These four points are shown in the cone of uncertainty Figure 9.2,Chapter 9.pdf,6,19
Chapter 9.pdf_p7_c0,"9.2 Estimating Duration and Cost • Accurate cost estimation is a critical part of the software project management plan – Internal cost – Cost to the developers • Salaries of the development teams, managers, etc. • Cost of hardware and software • Cost of overhead such as rent, utilities, etc. – External cost – Price the client will pay • Accurate duration estimation is another critical part of any plan • There are too many",Chapter 9.pdf,7,19
Chapter 9.pdf_p7_c1,"Accurate duration estimation is another critical part of any plan • There are too many variables for accurate estimate of cost or duration, including human factors",Chapter 9.pdf,7,19
Chapter 9.pdf_p8_c0,9.2.1 Metrics for the Size of a Product • Lines of code – Lines of Code (LOC) – Thousand delivered source instructions (KDSI) • FFP • Function Points • COCOMO,Chapter 9.pdf,8,19
Chapter 9.pdf_p9_c0,Metrics for the Size of a Product - Lines of Code (LOC) • Alternative metric to LOC is – Thousand delivered source instructions (KDSI) • Problems – Creation of source code is only a small part of the total software effort – Different languages lead to different numbers of lines of code – LOC is not defined for nonprocedural languages (like LISP) Continues on the next slide,Chapter 9.pdf,9,19
Chapter 9.pdf_p10_c0,"Metrics for the Size of a Product - Lines of Code (LOC) • Problems (continued) – It is not clear how to count lines of code • Executable lines of code? • Data definitions? • Comments? • JCL statements (job control language)? • Changed/deleted lines? – Not everything written is delivered to the client – A report, screen, or GUI generator can generate thousands of lines of code in minutes – Can only be determined",Chapter 9.pdf,10,19
Chapter 9.pdf_p10_c1,generator can generate thousands of lines of code in minutes – Can only be determined when the product is complete,Chapter 9.pdf,10,19
Chapter 9.pdf_p11_c0,"Metrics for the Size of a Product - Lines of Code (LOC) • Estimation based on LOC is therefore dangerous – To start the estimation process, LOC in the finished product must be estimated – The LOC estimate is then used to estimate the cost of the product — an uncertain input to an uncertain cost estimator",Chapter 9.pdf,11,19
Chapter 9.pdf_p12_c0,9.2.2 Techniques of Cost Estimation • Expert judgment by similarity (analogy) • Bottom-up approach • Algorithmic cost estimation models,Chapter 9.pdf,12,19
Chapter 9.pdf_p13_c0,Expert Judgment by Analogy • A number of experts are consulted • Experts compare the target product to completed products with which they were actively involved,Chapter 9.pdf,13,19
Chapter 9.pdf_p14_c0,Expert Judgment by Analogy • The Delphi technique is sometimes needed to achieve consensus – Experts work independently – Each produce an estimate and rationale for estimate – These estimates and rationales are distributed to all experts – Experts now produce a second estimate – Process continues until a consensus is reached – No group meetings take place during the iteration process,Chapter 9.pdf,14,19
Chapter 9.pdf_p15_c0,"Expert Judgment by Analogy • Problems with Expert Judgment by Analogy – Guesses can lead to hopelessly incorrect cost estimates – Experts may recollect completed products inaccurately – Human experts have biases • However, the results of estimation by a broad group of experts may be accurate",Chapter 9.pdf,15,19
Chapter 9.pdf_p16_c0,"Bottom-up Approach • Break the product into smaller components – Cost and duration estimates are made for each component and combined for an overall figure • Advantages – Quicker and more accurate – Likely to be more detailed • Weakness – A product is more than the sum of its parts • When using the object-oriented paradigm – The independence of the classes helps the bottom-up approach – However, the interactions among the classes complicate",Chapter 9.pdf,16,19
Chapter 9.pdf_p16_c1,"of the classes helps the bottom-up approach – However, the interactions among the classes complicate the estimation process",Chapter 9.pdf,16,19
Chapter 9.pdf_p17_c0,"Algorithmic Cost Estimation Models • A metric is used as an input to a model for determining product cost – An algorithmic model is unbiased, and therefore superior to expert opinion – However, estimates are only as good as the underlying assumptions • COCOMO is a hybrid algorithmic cost estimation model",Chapter 9.pdf,17,19
Chapter 9.pdf_p18_c0,9.2.3 Intermediate COCOMO • COnstructive COst MOdel (COCOMO) • Step 1. Estimate the length of the product in KDSI (Thousand delivered source instructions ) • Step 2. Estimate the product development mode – Organic: Small and straightforward – Semidetached: Medium sized – Embedded: Complex,Chapter 9.pdf,18,19
Chapter 9.pdf_p19_c0,"Intermediate COCOMO • Step 3. Compute the nominal effort • Example: – Organic product – 12,000 delivered source statements (12 KDSI) (estimated) Nominal effort = 3.2 (KDSI)1.05 person-months Nominal effort = 3.2  (12)1.05 = 43 person-months",Chapter 9.pdf,19,19
Chapter 3.pdf_p1_c0,"Object-Oriented and Classical Software Engineering Eighth Edition, WCB/McGraw-Hill, 2011",Chapter 3.pdf,1,45
Chapter 3.pdf_p2_c0,CHAPTER 3 THE SOFTWARE PROCESS,Chapter 3.pdf,2,45
Chapter 3.pdf_p3_c0,Introduction • The software process is the way we produce software • It incorporates – The methodology with its underlying software life- cycle model – Techniques and tools we use – The individuals building the software • Different organisations have different software processes,Chapter 3.pdf,3,45
Chapter 3.pdf_p4_c0,3.1 The Unified Process • Methodology is one component of a software process • The primary object-oriented methodology used today is the Unified Process,Chapter 3.pdf,4,45
Chapter 3.pdf_p5_c0,"The Unified Process (contd) • The Unified Process is not a specific series of steps for constructing a software product – No such single “one size fits all” methodology could exist, because there is a wide variety of different types of software • The Unified Process is an adaptable methodology – It has to be modified for the specific software product to be developed",Chapter 3.pdf,5,45
Chapter 3.pdf_p6_c0,3.3 The Requirements Workflow • Development process starts when a client approaches a development organisation • The aim of the requirements workflow – To determine the client’s needs,Chapter 3.pdf,6,45
Chapter 3.pdf_p7_c0,"Overview of the Requirements Workflow • First, gain an understanding of the application domain (or domain, for short) – That is, the specific business environment in which the software product is to operate • Second, build a business model – A document that demonstrates the cost effectiveness of the software • If at any time the client does not feel that the cost is justified, development terminates immediately",Chapter 3.pdf,7,45
Chapter 3.pdf_p8_c0,"Overview of the Requirements Workflow • It is vital to determine what the client needs and to find out what constraints exist – Deadline • Nowadays, software products are often mission critical – Reliability – Cost • The client will rarely inform the developer how much money is available • A bidding procedure is used instead",Chapter 3.pdf,8,45
Chapter 3.pdf_p9_c0,Overview of the Requirements Workflow • Preliminary investigation of the client’s needs is often called concept exploration • The aim of this concept exploration is to determine – What the client needs – Not what the client wants,Chapter 3.pdf,9,45
Chapter 3.pdf_p10_c0,3.4 The Analysis Workflow • The aim of the analysis workflow – To analyze and refine the requirements • Why not do this during the requirements workflow? – The requirements artifacts must be totally comprehensible by the client • The artifacts of the requirements workflow must therefore be expressed in a natural (human) language – All natural languages are vague,Chapter 3.pdf,10,45
Chapter 3.pdf_p11_c0,"The Analysis Workflow • Ambiguities are unlikely to arise if a mathematical language is used – Client is unlikely to understand • Two separate workflows are needed – The requirements artifacts must be expressed in the language of the client – The analysis artifacts must be precise, and complete enough for the designers – More detail is added in the analysis workflow which are not relevant to the client’s understanding of product",Chapter 3.pdf,11,45
Chapter 3.pdf_p12_c0,"The Specification Document • Specification document (“specifications”) – It constitutes a contract – It must not have vague phrases like “optimal,” or “98% complete”, “suitable”, “convenient”, “ample” or “enough” • Having complete and correct specifications is essential for – Testing and – Maintenance",Chapter 3.pdf,12,45
Chapter 3.pdf_p13_c0,"The Specification Document • Unless specifications are precise it cannot be determined – Whether they are correct – Whether the product meets the specifications • With the unified process, a specification document consists of UML diagrams",Chapter 3.pdf,13,45
Chapter 3.pdf_p14_c0,"The Specification Document • During analysis, the architecture of the product is determined – Classes – Attributes (data) of classes",Chapter 3.pdf,14,45
Chapter 3.pdf_p15_c0,"Software Project Management Plan • Once the client has signed off the specifications, detailed planning and estimating begins • We draw up the software project management plan (SPMP), including – Cost estimate – Duration estimate – Deliverables – Milestones – Budget • This is the earliest possible time for the SPMP",Chapter 3.pdf,15,45
Chapter 3.pdf_p16_c0,3.5 The Design Workflow • Specifications – What the product must do • Design – How the product is to do it • The aim of the design workflow is to refine the artifacts of the analysis workflow until the material is in a form that can be implemented by the programmers,Chapter 3.pdf,16,45
Chapter 3.pdf_p17_c0,"Object-Oriented Design • Basis of the paradigm is the class – Classes are extracted during the analysis workflow, but – Designed during the design workflow – Methods are extracted and assigned to classes – Interfaces between methods are determined – Algorithms are chosen for each method – Attributes are extracted during analysis but formats are assigned during design",Chapter 3.pdf,17,45
Chapter 3.pdf_p18_c0,3.6 The Implementation Workflow • The aim of the implementation workflow is to implement the target software product in the selected implementation language – A large software product is partitioned into subsystems (implemented in parallel by coding teams) – The subsystems consist of components or code artifacts (implemented by an individual programmer) • Usually the programmer is only given the design artifact,Chapter 3.pdf,18,45
Chapter 3.pdf_p19_c0,"3.7 The Test Workflow • In the Unified Process, testing is carried out in parallel with the other workflows. • The test workflow is the responsibility of – Every developer and maintainer, and – The quality assurance group • Traceability of artifacts is an important requirement for successful testing",Chapter 3.pdf,19,45
Chapter 3.pdf_p20_c0,3.8 Postdelivery Maintenance • Postdelivery maintenance is an essential component of software development – More money is spent on postdelivery maintenance than on all other activities combined • Problems can be caused by – Lack of documentation of all kinds,Chapter 3.pdf,20,45
Chapter 3.pdf_p21_c0,"Postdelivery Maintenance • Two types of testing are needed – Testing that the required changes made during postdelivery maintenance have been implemented correctly – Regression testing by using previous test cases (while making required changes, no other inadvertent changes were made) • All previous test cases (and their expected outcomes) need to be retained",Chapter 3.pdf,21,45
Chapter 3.pdf_p22_c0,3.9 Retirement • Software can be unmaintainable because – A drastic change in design has occurred – So many changes have been made to the original design that interdependencies occur and even a small change to one component might have a drastic effect on the functionality of the product as a whole. – Documentation is missing or inaccurate – Hardware is to be changed — it may be cheaper to rewrite the software from scratch,Chapter 3.pdf,22,45
Chapter 3.pdf_p22_c1,is to be changed — it may be cheaper to rewrite the software from scratch than to modify it,Chapter 3.pdf,22,45
Chapter 3.pdf_p23_c0,Retirement • True retirement is a rare event • It occurs when the client organization no longer needs the functionality provided by the product,Chapter 3.pdf,23,45
Chapter 3.pdf_p24_c0,3.10 The Phases of the Unified Process • The increments are identified as phases Figure 3.1,Chapter 3.pdf,24,45
Chapter 3.pdf_p25_c0,The Phases of the Unified Process • The four increments are labeled – Inception phase – Elaboration phase – Construction phase – Transition phase • The phases of the Unified Process are the increments,Chapter 3.pdf,25,45
Chapter 3.pdf_p26_c0,"The Phases of the Unified Process • In theory, there could be any number of increments – In practice, development seems to consist of four increments • Every step performed in the Unified Process falls into – One of the five core workflows and also – One of the four phases",Chapter 3.pdf,26,45
Chapter 3.pdf_p27_c0,3.10.1 The Inception Phase • The aim of the inception phase is to determine whether the proposed software product is economically viable,Chapter 3.pdf,27,45
Chapter 3.pdf_p28_c0,The Inception Phase 1. Gain an understanding of the domain 2. Build the business model – Understand how the client organisation operates in that domain 3. Delimit the scope of the proposed project – Focus on the subset of the business model that is covered by the proposed software product 4. Begin to make the initial business case,Chapter 3.pdf,28,45
Chapter 3.pdf_p29_c0,"The Inception Phase: Analysis, Design Workflows • A small amount of the analysis workflow may be performed during the inception phase – Information needed for the design of the architecture is extracted • Accordingly, a small amount of the design workflow may be performed, too",Chapter 3.pdf,29,45
Chapter 3.pdf_p30_c0,"The Inception Phase: Implementation Workflow • Coding is generally not performed during the inception phase • However, a proof-of-concept prototype is sometimes build to test the feasibility of constructing part of the software product",Chapter 3.pdf,30,45
Chapter 3.pdf_p31_c0,The Inception Phase: Test Workflow • The test workflow commences almost at the start of the inception phase – The aim is to ensure that the requirements have been accurately determined,Chapter 3.pdf,31,45
Chapter 3.pdf_p32_c0,"The Inception Phase: Planning • There is insufficient information at the beginning of the inception phase to plan the entire development – The only planning that is done at the start of the project is the planning for the inception phase itself • For the same reason, the only planning that can be done at the end of the inception phase is the plan for just the next phase, the elaboration phase",Chapter 3.pdf,32,45
Chapter 3.pdf_p33_c0,3.10.2 Elaboration Phase • The aim of the elaboration phase is to: – Refine the initial requirements – Refine the architecture – Monitor the risks and refine their priorities – Refine the business case – Produce the project management plan • The major activities of the elaboration phase are refinements or elaborations of the previous phase,Chapter 3.pdf,33,45
Chapter 3.pdf_p34_c0,The Tasks of the Elaboration Phase • The tasks of the elaboration phase correspond to: – All but completing the requirements workflow • Chapter 11 – Performing virtually the entire analysis workflow • Chapter 13 – Starting the design of the architecture • Section 8.5.4,Chapter 3.pdf,34,45
Chapter 3.pdf_p35_c0,3.10.3 Construction Phase • The aim of the construction phase is to produce the first operational-quality version of the software product – This is sometimes called the beta release,Chapter 3.pdf,35,45
Chapter 3.pdf_p36_c0,The Tasks of the Construction Phase • The emphasis in this phase is on – Implementation and – Testing • Unit testing of modules • Integration testing of subsystems • Product testing of the overall system,Chapter 3.pdf,36,45
Chapter 3.pdf_p37_c0,3.10.4 The Transition Phase • The aim of the transition phase is to ensure that the client’s requirements have indeed been met – Faults in the software product are corrected – All the manuals are completed – Attempts are made to discover any previously unidentified risks • This phase is driven by feedback from the site(s) at which the beta release has been installed,Chapter 3.pdf,37,45
Chapter 3.pdf_p38_c0,"Capability Maturity Models: SW–CMM • A strategy for improving the software process • Fundamental ideas: – Improving the software process leads to • Improved software quality • Delivery on time, within budget – Improved management leads to • Improved techniques",Chapter 3.pdf,38,45
Chapter 3.pdf_p39_c0,Capability Maturity Models: SW–CMM • Five levels of maturity are defined – Maturity is a measure of the goodness of the process itself • An organization advances stepwise from level to level,Chapter 3.pdf,39,45
Chapter 3.pdf_p40_c0,Level 1. Initial Level • No sound software engineering management practices are in place in the organisation • Ad hoc approach – The entire process is unpredictable – Management consists of responses to crises • Most organizations world-wide are at level 1,Chapter 3.pdf,40,45
Chapter 3.pdf_p41_c0,"Level 2. Repeatable Level • Basic software management practices are in place – Management decisions should be made on the basis of previous experience with similar products – Measurements (“metrics”) are made – These can be used for making cost and duration predictions in the next project – Problems are identified, immediate corrective action is taken",Chapter 3.pdf,41,45
Chapter 3.pdf_p42_c0,Level 3. Defined Level • The software process is fully documented – Managerial and technical aspects are clearly defined – Continual efforts are made to improve quality and productivity – Reviews are performed to improve software quality,Chapter 3.pdf,42,45
Chapter 3.pdf_p43_c0,Level 4. Managed Level • Quality and productivity goals are set for each project – Quality and productivity are continually monitored – Statistical quality controls are in place to enable management to distinguish a random deviation from a meaningful violation of quality or productivity standards.,Chapter 3.pdf,43,45
Chapter 3.pdf_p44_c0,Level 5. Optimizing Level • Continuous process improvement – Statistical quality and process controls techniques are used to guide the organisation – Feedback of knowledge from each project to the next,Chapter 3.pdf,44,45
Chapter 3.pdf_p45_c0,Experiences with SW–CMM • It takes: – 3 to 5 years to get from level 1 to level 2 – 1.5 to 3 years from level 2 to level 3,Chapter 3.pdf,45,45
Chapter 13.pdf_p1_c0,"P O Box 339, Internal Box 65, Bloemfontein, 9300, Republic of South Africa Tel: +27 (0)51-401 2754 • Fax+ +27 (0)51-401 2754 Object-Oriented and Classical Software Engineering Eighth Edition, WCB/McGraw-Hill, 2011 Stephen R. Schach srs@vuse.vanderbilt.edu",Chapter 13.pdf,1,101
Chapter 13.pdf_p2_c0,CHAPTER 13 OBJECT-ORIENTED ANALYSIS,Chapter 13.pdf,2,101
Chapter 13.pdf_p3_c0,"Object-Oriented Analysis • OOA is a semiformal analysis technique for the object- oriented paradigm – There are over 60 equivalent techniques – Today, the Unified Process is the only viable alternative • During this workflow – The classes are extracted • Remark – The Unified Process assumes knowledge of class extraction",Chapter 13.pdf,3,101
Chapter 13.pdf_p4_c0,"13.1 The Analysis Workflow • The analysis workflow has two aims – Obtain a deeper understanding of the requirements – Describe them in such a way that the resulting design and implementation are easy to maintain • The Unified Process is use-case driven – During the analysis workflow, the use cases are described in terms of the classes of the software product • There are three types of classes: – Entity classes – models information",Chapter 13.pdf,4,101
Chapter 13.pdf_p4_c1,software product • There are three types of classes: – Entity classes – models information that is long lived – Boundary classes - models interaction between the software product and its actors (input/output) – Control classes – models complex computations and algorithms,Chapter 13.pdf,4,101
Chapter 13.pdf_p5_c0,UML Notation for These Three Class Types • The UML notation for these three types of classes are: • They are stereotypes since they are extensions of UML Figure 13.1,Chapter 13.pdf,5,101
Chapter 13.pdf_p6_c0,13.2 Extracting the Entity Classes • Perform the following three steps iteratively and incrementally – Functional modeling • Present scenarios of all the use cases (a scenario is an instance of a use case) – Entity class modeling • Determine the entity classes and their attributes • Determine the interrelationships and interactions between the entity classes • Present this information in the form of a class diagram – Dynamic modeling • Determine the operations performed,Chapter 13.pdf,6,101
Chapter 13.pdf_p6_c1,in the form of a class diagram – Dynamic modeling • Determine the operations performed by or to each entity class • Present this information in the form of a statechart,Chapter 13.pdf,6,101
Chapter 13.pdf_p7_c0,"13.3 Object-Oriented Analysis: The Elevator Problem Case Study A product is to be installed to control n elevators in a building with m floors. The problem concerns the logic required to move elevators between floors according to the following constraints: 1. Each elevator has a set of m buttons, one for each floor. These illuminate when pressed and cause the elevator to visit the corresponding floor. The illumination is canceled when the corresponding floor is",Chapter 13.pdf,7,101
Chapter 13.pdf_p7_c1,"elevator to visit the corresponding floor. The illumination is canceled when the corresponding floor is visited by the elevator 2. Each floor, except the first and the top floor, has two buttons, one to request an up-elevator, one to request a down-elevator. These buttons illuminate when pressed. The illumination is canceled when an elevator visits the floor and then moves in the desired direction 3. When an elevator has no requests, it remains at its",Chapter 13.pdf,7,101
Chapter 13.pdf_p7_c2,"in the desired direction 3. When an elevator has no requests, it remains at its current floor with its doors closed",Chapter 13.pdf,7,101
Chapter 13.pdf_p8_c0,"13.4 Functional Modeling - Use Cases • A use case describes the interaction between – The product, and – The actors (external users)",Chapter 13.pdf,8,101
Chapter 13.pdf_p9_c0,"Use Cases • For the elevator problem, there are only two possible use cases – Press an Elevator Button, and – Press a Floor Button Figure 13.2",Chapter 13.pdf,9,101
